;producto;volumen_miles_de_kg_predicted;lower volumen_miles_de_kg;upper volumen_miles_de_kg;valor_miles_de_€_predicted;lower valor_miles_de_€;upper valor_miles_de_€;ccaa;precio_medio_kg_predicted;lower precio_medio_kg;upper precio_medio_kg
2020-02-01 00:00:00;Patatas;1842.81;1842.81;1842.81;1659.61;1659.61;1659.61;Extremadura;0.9;0.9;0.9
2020-03-01 00:00:00;Patatas;2762.3435289996555;1945.1914396873603;3579.4956183119507;2527.182232645899;1675.321314271646;3379.0431510201524;Extremadura;0.9400643376450047;0.8470173394169036;1.0331113358731059
2020-04-01 00:00:00;Patatas;2891.4410829211347;2124.9526706181623;3657.929495224107;2610.263693038963;1749.3149481151936;3471.2124379627326;Extremadura;0.9453378904868798;0.8453954171377565;1.045280363836003
2020-05-01 00:00:00;Patatas;2787.919893352497;1871.9023874379625;3703.9373992670317;2811.846604008869;1786.1817943152478;3837.51141370249;Extremadura;0.9506410267928459;0.8441787121965938;1.057103341389098
2020-06-01 00:00:00;Patatas;2544.687641678359;1628.6509715619943;3460.7243117947237;2546.367281518308;1460.9473058352703;3631.7872572013457;Extremadura;0.9559739125195881;0.843301415060234;1.0686464099789421
2020-02-01 00:00:00;Patatas;6339.73;6339.73;6339.73;6267.65;6267.65;6267.65;Galicia;0.99;0.99;0.99
2020-03-01 00:00:00;Patatas;9093.166735801808;5635.726865257036;12550.60660634658;7909.174564321699;3079.879831175046;12738.469297468353;Galicia;0.9325626303820482;0.7669969216866096;1.098128339077487
2020-04-01 00:00:00;Patatas;7123.974603980632;1134.1597023702434;13113.789505591021;9098.299367156242;3736.5465878499544;14460.052146462529;Galicia;0.9325626303820482;0.7610536520930634;1.1040716086710332
2020-05-01 00:00:00;Patatas;8717.518538226603;148.96444379706918;17286.072632656134;8374.437505083262;2620.1767401455527;14128.698270020972;Galicia;0.9325626303820482;0.7553095475551476;1.109815713208949
2020-06-01 00:00:00;Patatas;9634.954849001973;-3217.401170049212;22487.31086805316;8659.419364626254;2545.4399153070117;14773.398813945496;Galicia;0.9325626303820482;0.7497458338081319;1.1153794269559647
2020-02-01 00:00:00;Patatas;419.44;419.44;419.44;391.21;391.21;391.21;La rioja;0.93;0.93;0.93
2020-03-01 00:00:00;Patatas;479.7344235689468;-51.31728582942651;1010.7861329673201;443.72831938791876;-129.8990549960621;1017.3556937718996;La rioja;1.0188250991804801;0.8676724767917593;1.169977721569201
2020-04-01 00:00:00;Patatas;815.7989813286798;276.7861492754473;1354.8118133819123;748.0203619661273;136.1790980734719;1359.8616258587826;La rioja;1.0353243624724568;0.8821304901351075;1.1885182348098062
2020-05-01 00:00:00;Patatas;730.8472050640763;82.52167398181064;1379.172736146342;579.5192654761543;-170.01064661701605;1329.0491775693245;La rioja;1.040157950283638;0.8869267396038838;1.1933891609633922
2020-06-01 00:00:00;Patatas;703.4566370561856;-144.32447554510327;1551.2377496574745;494.9903817050592;-449.2965905593381;1439.2773539694565;La rioja;1.0450141045213182;0.8917452152687284;1.198282993773908
2020-02-01 00:00:00;Patatas;13866.06;13866.06;13866.06;13081.7;13081.7;13081.7;Madrid;0.94;0.94;0.94
2020-03-01 00:00:00;Patatas;18050.459999999995;15191.022929638522;20909.89707036147;12187.007486165472;10776.04935183854;13597.965620492405;Madrid;0.9747430139760899;0.9108293446480399;1.0386566833041397
2020-04-01 00:00:00;Patatas;21007.829999999994;14613.93433328889;27401.7256667111;12376.15934590701;10800.82687734274;13951.49181447128;Madrid;0.9899598956978733;0.9237292226507371;1.0561905687450097
2020-05-01 00:00:00;Patatas;23501.71999999999;12802.686163666742;34200.75383633324;13349.30447562771;10401.245142845833;16297.363808409587;Madrid;0.9979207365210457;0.9316571924582171;1.0641842805838744
2020-06-01 00:00:00;Patatas;25737.87999999999;10076.09814796533;41399.66185203465;12696.528432165342;8956.202770207577;16436.854094123108;Madrid;1.0059455950755296;0.9396486658964239;1.0722425242546352
2020-02-01 00:00:00;Patatas;2913.89;2913.89;2913.89;2714.73;2714.73;2714.73;Murcia;0.93;0.93;0.93
2020-03-01 00:00:00;Patatas;2608.3438152492827;2608.043842058474;2608.643788440091;3417.6232503098704;2839.9204707225113;3995.3260298972295;Murcia;0.9217039839328058;0.8470747389395182;0.9963332289260934
2020-04-01 00:00:00;Patatas;3355.634317030706;3355.232867181167;3356.035766880245;3116.7092047906103;2377.161352418103;3856.2570571631177;Murcia;0.8933458741381745;0.7926431404604399;0.994048607815909
2020-05-01 00:00:00;Patatas;2948.5415469889303;2948.1317335841645;2948.951360393696;2824.7006004921614;1855.5667958330596;3793.834405151263;Murcia;0.9293320411922678;0.7878005188972208;1.0708635634873147
2020-06-01 00:00:00;Patatas;2708.9017911637675;2708.491189397153;2709.312392930382;3372.263650242588;2173.1021927802635;4571.425107704912;Murcia;0.9144638403939165;0.7218076889658666;1.1071199918219665
2020-02-01 00:00:00;Patatas;1167.8;1167.8;1167.8;1166.33;1166.33;1166.33;Navarra;1.0;1.0;1.0
2020-03-01 00:00:00;Patatas;1484.7192073494384;469.0440362684777;2500.3943784303992;1488.6817077927408;475.1444935371005;2502.218922048381;Navarra;1.027397933152301;0.92786002059699;1.1269358457076122
2020-04-01 00:00:00;Patatas;1483.095676477864;464.51847010875906;2501.6728828469686;1488.8188718943193;471.7417292277944;2505.8960145608444;Navarra;1.0329353471318512;0.8757332428141568;1.1901374514495457
2020-05-01 00:00:00;Patatas;1481.4721456062896;457.550072473609;2505.3942187389703;1488.9560359958978;465.6276268318942;2512.284445159901;Navarra;1.0557152673745294;0.7981729366411965;1.3132575981078622
2020-06-01 00:00:00;Patatas;1479.8486147347153;447.753838813549;2511.9433906558816;1489.0932000974763;456.35938141538963;2521.827018779563;Navarra;1.0356687297783127;0.68396097264796;1.3873764869086656
2020-02-01 00:00:00;Patatas;5570.95;5570.95;5570.95;5249.31;5249.31;5249.31;Pais vasco;0.94;0.94;0.94
2020-03-01 00:00:00;Patatas;6838.020000000002;4477.36854577616;9198.671454223844;6377.99;3517.8395608953997;9238.1404391046;Pais vasco;0.9649569008564332;0.862090777784028;1.0678230239288382
2020-04-01 00:00:00;Patatas;7721.790000000003;2443.212877171758;13000.367122828247;7048.389999999998;652.8991922862406;13443.880807713755;Pais vasco;0.9704212617869056;0.8519738678932693;1.0888686556805418
2020-05-01 00:00:00;Patatas;8310.150000000005;-522.598951295282;17142.89895129529;7815.979999999998;-2885.7230177604597;18517.683017760457;Pais vasco;0.9759165663173999;0.8435636436039353;1.1082694890308644
2020-06-01 00:00:00;Patatas;8967.930000000006;-3961.890518857721;21897.750518857734;8024.9199999999955;-7640.769133558956;23690.609133558948;Pais vasco;0.9814429896754303;0.8363760492887444;1.1265099300621162
2020-02-01 00:00:00;Patatas;11850.59;11850.59;11850.59;12099.36;12099.36;12099.36;Valencia;1.02;1.02;1.02
2020-03-01 00:00:00;Patatas;13112.838144679481;8481.386996687663;17744.2892926713;13788.693010528536;11319.136975917878;16258.249045139193;Valencia;1.0052444801899516;0.960967342832121;1.0495216175477822
2020-04-01 00:00:00;Patatas;13301.656289358958;5765.993145465228;20837.319433252687;13160.551352569513;8956.603362101585;17364.49934303744;Valencia;0.9962258636396171;0.9460724069762004;1.0463793203030336
2020-05-01 00:00:00;Patatas;15033.784434038438;4686.18660488917;25381.382263187705;14476.981352569514;9294.805172219916;19659.15753291911;Valencia;0.9920977932374476;0.9410757555750927;1.0431198308998026
2020-06-01 00:00:00;Patatas;15006.712578717916;1839.5121104798927;28173.91304695594;13253.561352569515;7250.502030706527;19256.620674432503;Valencia;1.0003981533639752;0.9488198000073489;1.0519765067206015
2020-02-01 00:00:00;Patatas frescas;77091.23;77091.23;77091.23;69748.38;69748.38;69748.38;Nacional;0.9;0.9;0.9
2020-03-01 00:00:00;Patatas frescas;84612.00061610955;56555.23800996347;112668.76322225563;76827.68762745414;64696.53526138892;88958.83999351937;Nacional;0.8999999999982943;-1959.0639856415673;1960.8639856415639
2020-04-01 00:00:00;Patatas frescas;83169.79872497148;33140.95480137489;133198.64264856806;77127.946545285;64996.794179219774;89259.09891135023;Nacional;0.899999999999258;-851.7597755349974;853.559775534996
2020-05-01 00:00:00;Patatas frescas;89131.13489512981;21039.509303881903;157222.76048637772;86253.43106731965;74122.27870125441;98384.58343338488;Nacional;0.8999999999987135;-1477.3440345209776;1479.144034520975
2020-06-01 00:00:00;Patatas frescas;82992.53389737963;-4066.7691802446643;170051.83697500394;79082.32021209908;66951.16784603384;91213.4725781643;Nacional;0.899999999999021;-1123.913007753109;1125.713007753107
2020-07-01 00:00:00;Patatas frescas;94802.42500299108;-11509.428556998391;201114.27856298053;88763.95805010364;76632.80568403841;100895.11041616887;Nacional;0.8999999999988473;-1323.587935148551;1325.3879351485489
2020-08-01 00:00:00;Patatas frescas;88132.7278523132;-38211.34706829087;214476.80277291726;83494.27762335955;71363.12525729432;95625.42998942478;Nacional;0.8999999999989454;-1210.7792876158555;1212.5792876158534
2020-09-01 00:00:00;Patatas frescas;90153.79591870459;-56940.28459136715;237247.87642877633;80715.60616197049;68584.45379590525;92846.75852803572;Nacional;0.8999999999988899;-1274.5118323903096;1276.3118323903075
2020-10-01 00:00:00;Patatas frescas;94823.39788540812;-73802.74681483615;263449.5425856524;85570.31059763453;73439.1582315693;97701.46296369976;Nacional;0.8999999999989212;-1238.5053986169698;1240.3053986169678
2020-11-01 00:00:00;Patatas frescas;94023.8020274182;-96902.83899609801;284950.4430509344;81185.10224809193;69053.9498820267;93316.25461415717;Nacional;0.8999999999989036;-1258.8476487552393;1260.6476487552372
2020-02-01 00:00:00;Patatas frescas;14563.76;14563.76;14563.76;12368.04;12368.04;12368.04;Andalucia;0.85;0.85;0.85
2020-03-01 00:00:00;Patatas frescas;19621.239999999998;15545.948049016815;23696.53195098318;14632.95742870149;11475.83631369406;17790.078543708918;Andalucia;0.8505191686005237;0.7750763021710643;0.9259620350299831
2020-04-01 00:00:00;Patatas frescas;23223.269999999997;14110.640169443861;32335.899830556133;15615.084857402971;10233.58008636981;20996.589628436133;Andalucia;0.8445502586626074;0.7292385771274125;0.9598619401978022
2020-05-01 00:00:00;Patatas frescas;26284.439999999995;11036.09376834339;41532.7862316566;16831.632286104457;9182.837988441988;24480.426583766926;Andalucia;0.8324895817104986;0.681426950726291;0.9835522126947062
2020-06-01 00:00:00;Patatas frescas;28840.34999999999;6519.056700272733;51161.64329972725;16609.94971480594;6603.836075275229;26616.063354336657;Andalucia;0.8461510870620191;0.6610417332872462;1.031260440836792
2020-02-01 00:00:00;Patatas frescas;1894.17;1894.17;1894.17;1652.71;1652.71;1652.71;Aragon;0.87;0.87;0.87
2020-03-01 00:00:00;Patatas frescas;2287.3918181776007;2287.388116448167;2287.3955199070347;2163.73;672.1404172406085;3655.319582759392;Aragon;0.8932497266136922;0.7814027054049121;1.0050967478224724
2020-04-01 00:00:00;Patatas frescas;-1571.2074783778885;-1571.2153159877844;-1571.1996407679926;2292.2999999999997;-1042.9957015805485;5627.595701580548;Aragon;0.893686013105649;0.7678178655002643;1.0195541607110337
2020-05-01 00:00:00;Patatas frescas;1973.6302514292654;1973.619198291721;1973.6413045668098;2679.209999999999;-2901.807180366739;8260.227180366737;Aragon;0.9100814056058766;0.7503256160622871;1.069837195149466
2020-06-01 00:00:00;Patatas frescas;3429.461212460401;3429.447680241906;3429.474744678896;3215.259999999999;-4954.512610170377;11385.032610170374;Aragon;0.9156247171614602;0.7399295196950972;1.0913199146278232
2020-02-01 00:00:00;Patatas frescas;2488.8;2488.8;2488.8;1995.11;1995.11;1995.11;Asturias;0.8;0.8;0.8
2020-03-01 00:00:00;Patatas frescas;2821.92616362002;2034.6945674522349;3609.157759787805;2066.678634786261;1291.7057230709445;2841.6515465015773;Asturias;0.8187189543374848;0.692943024866172;0.9444948838087975
2020-04-01 00:00:00;Patatas frescas;2966.4110227302353;1590.3164764811988;4342.505568979272;2209.8352183007173;476.9431069843265;3942.727329617108;Asturias;0.8185681374879423;0.6594807786943285;0.9776554962815561
2020-05-01 00:00:00;Patatas frescas;3029.077594113415;1151.9086417998142;4906.246546427016;2100.7327773888405;-798.9503422804833;5000.415897058165;Asturias;0.8184173206383999;0.6269440300269322;1.0098906112498676
2020-06-01 00:00:00;Patatas frescas;3056.2575989464995;749.3048209499389;5363.21037694306;2372.858092578119;-1871.8433594412663;6617.559544597504;Asturias;0.8182665037888575;0.5945606755267836;1.0419723320509313
2020-02-01 00:00:00;Patatas frescas;1504.53;1504.53;1504.53;1506.96;1506.96;1506.96;Baleares;1.0;1.0;1.0
2020-03-01 00:00:00;Patatas frescas;1906.1638497294389;1488.2081100051957;2324.1195894536822;23366.390528836342;23366.34107491327;23366.439982759413;Baleares;0.9999999999093026;-1958.963988548569;1960.9639885483875
2020-04-01 00:00:00;Patatas frescas;1847.1596764726291;1429.203936748386;2265.1154161968725;102376.87481179106;102376.66758828089;102377.08203530122;Baleares;0.999999999929756;-1958.9639886139782;1960.9639886138377
2020-05-01 00:00:00;Patatas frescas;1643.4519719312664;1225.4962322070232;2061.4077116555095;384036.40181074885;384035.56100581575;384037.24261568196;Baleares;0.999999999929756;-1958.9639896816093;1960.9639896814688
2020-06-01 00:00:00;Patatas frescas;1636.9957033159633;1219.0399635917202;2054.9514430402064;1554131.139131169;1554127.734032445;1554134.5442298932;Baleares;0.999999999929756;-1958.9639907492399;1960.9639907490994
2020-02-01 00:00:00;Patatas frescas;4086.39;4086.39;4086.39;3865.18;3865.18;3865.18;Canarias;0.95;0.95;0.95
2020-03-01 00:00:00;Patatas frescas;5294.906515106246;1570.2352482716374;9019.577781940854;4853.095253295469;1518.2122684719343;8187.978238119003;Canarias;1.0957156826256695;-1958.8682879427283;1961.0597193079798
2020-04-01 00:00:00;Patatas frescas;4734.659402562386;-1506.9875448787516;10976.306350003524;5602.1487036639855;-1854.8763474088364;13059.173754736807;Canarias;1.1089576252600784;-1090.8984208914553;1093.1163361419754
2020-05-01 00:00:00;Patatas frescas;7007.06886409939;-1669.2008543846587;15683.33858258344;6742.704582063791;-5735.284972127917;19220.6941362555;Canarias;1.0572954717110092;-607.3621183594867;609.4767093029086
2020-06-01 00:00:00;Patatas frescas;5405.448973639265;-5728.710105551599;16539.608052830128;7214.821780165477;-11051.084594114605;25480.72815444556;Canarias;0.9603637094709244;-338.02472169398385;339.9454491129257
2020-02-01 00:00:00;Patatas frescas;1102.53;1102.53;1102.53;990.29;990.29;990.29;Cantabria;0.9;0.9;0.9
2020-03-01 00:00:00;Patatas frescas;1139.0432912993354;608.3630292499965;1669.7235533486742;1110.37630422599;301.6903382652656;1919.0622701867144;Cantabria;0.9274567049739343;0.7765613381212366;1.078352071826632
2020-04-01 00:00:00;Patatas frescas;856.339102976463;227.06213708618463;1485.6160688667414;1317.5874209859262;507.1048716653854;2128.069970306467;Cantabria;0.9305036026231163;0.7584979426976767;1.1025092625485557
2020-05-01 00:00:00;Patatas frescas;1142.5157755839418;517.2317997954514;1767.7997513724322;1164.930546024471;342.36648322587985;1987.494608823062;Cantabria;0.9298483937889608;0.7507809120300156;1.1089158755479058
2020-06-01 00:00:00;Patatas frescas;1096.72468787577;455.4022870931377;1738.0470886584026;1039.846636067526;209.81950381647857;1869.8737683185736;Cantabria;0.9299892907490115;0.7421175067548851;1.117861074743138
2020-02-01 00:00:00;Patatas frescas;2485.19;2485.19;2485.19;2281.76;2281.76;2281.76;Castilla la mancha;0.92;0.92;0.92
2020-03-01 00:00:00;Patatas frescas;2724.680159801893;2724.4141044873763;2724.9462151164093;2535.1703730333084;1742.2008243124353;3328.139921754181;Castilla la mancha;0.8602272015997678;0.8043663460544543;0.9160880571450813
2020-04-01 00:00:00;Patatas frescas;2374.1623480883495;2373.7304584307158;2374.5942377459833;2440.961308963971;1130.0717343500442;3751.850883577898;Castilla la mancha;0.8789510796272265;0.7067797303883725;1.0511224288660805
2020-05-01 00:00:00;Patatas frescas;2557.701252707761;2557.0882407090817;2558.31426470644;2976.607390416531;1077.4966773216859;4875.718103511376;Castilla la mancha;0.8411569693758607;0.5395880315002398;1.1427259072514815
2020-06-01 00:00:00;Patatas frescas;1800.423071677254;1799.59527947236;1801.250863882148;2595.619112451385;-27.09170470935851;5218.329929612128;Castilla la mancha;0.8490601112886034;0.4060525383771364;1.2920676842000702
2020-02-01 00:00:00;Patatas frescas;2706.66;2706.66;2706.66;2366.16;2366.16;2366.16;Castilla leon;0.87;0.87;0.87
2020-03-01 00:00:00;Patatas frescas;3562.7270691893896;2487.852388131621;4637.601750247159;2958.824029196638;1956.7896768553223;3960.858381537954;Castilla leon;0.8574437670358254;0.7267896572502863;0.9880978768213644
2020-04-01 00:00:00;Patatas frescas;3761.1145093674645;2410.147278809036;5112.081739925893;3044.9705750389367;2042.936222697621;4047.0049273802524;Castilla leon;0.8557082444005407;0.6960055187694627;1.0154109700316187
2020-05-01 00:00:00;Patatas frescas;3344.9550602856616;1732.8783208709;4957.031799700423;3647.140962379878;2645.1066100385624;4649.175314721194;Castilla leon;0.8585114679691412;0.6800856366203434;1.036937299317939
2020-06-01 00:00:00;Patatas frescas;3936.840626970878;2107.362066922834;5766.319187018922;3367.414189845992;2365.3798375046763;4369.448542187308;Castilla leon;0.8579948820567279;0.6580273605026851;1.0579624036107709
2020-02-01 00:00:00;Patatas frescas;14234.3;14234.3;14234.3;13210.09;13210.09;13210.09;Cataluña;0.93;0.93;0.93
2020-03-01 00:00:00;Patatas frescas;15597.309999999998;12865.990251181682;18328.629748818315;14673.79;12354.416037225721;16993.16396277428;Cataluña;0.950000013094691;0.8677749178167005;1.0322251083726814
2020-04-01 00:00:00;Patatas frescas;16960.319999999996;10852.90337335459;23067.736626645405;16137.490000000002;10951.212153993643;21323.76784600636;Cataluña;0.9700000196420364;0.7861391072173023;1.1538609320667705
2020-05-01 00:00:00;Patatas frescas;18323.329999999994;8103.667286192393;28542.992713807595;17601.190000000002;8922.887279494467;26279.492720505536;Cataluña;0.9900000261893819;0.6823418698278654;1.2976581825508984
2020-06-01 00:00:00;Patatas frescas;19686.339999999993;4726.28561812863;34646.39438187136;19064.890000000003;6361.155612983792;31768.624387016214;Cataluña;1.0100000327367273;0.5596346038718413;1.4603654616016133
